0,823f6e74572253b3474ad8a581046e9681d18963f8c44df06b9a92db374b9bf3
1,50e93018f022952a1c340ae6443fd09443c441228ebedbbd3d550ee9a5eef669
2,c1b9c1078421ee0c2204e600b8750f18db786b207b0070e0782731fe92be2f84
3,0b358526da38432f5d79968fc86fe0f989211f4a875f760d3ffc902f2e2fc72d
4,883db50c4eea7201d587b09261e3dc8f26b65496272d4c3285f4bd261d730cea
5,fb5577ec2b9b3893d04e4e89c8cf90b161c451b33273569b9de0071d459fdee3
6,9067319f59ef22c01fd9e7d2b52d0902b889d6a2e144d09303ecc32ed658faf2
7,6aad4d6398021c2a2c18629e83dc9d6fedc78c35af28227fc3f7fdde69cdc833
8,980285e9f403062bdda4b7a5d2b37ab9e74c6cc342ff936b723d7495e03a1e63
9,eebb2bee6a3778c575fdc6167de3a1d978efaa2114a09f611af5c7e052476bf3
10,1e8fcd23e2f83ef4f795a72a8bb6feb1c0a5bea46b627e94c55e681883faafe1
11,5f826567788ddcf4a7ea6e033d9a371234008f25b3b51c4054cbd96104c1263e
12,181bc155db94c7c9a8234daa56e20959f214027e450b871250861f0ba1ce16ec
13,afed0fa7549a2ea1170a600276ea16a00700a3ee1a0e83f6252405052f3f1a68
14,364a27d89901528180db867dd33835acd872477f5811887f21fad7de71b89eba
15,97e2ed3a231bad067c5afa2ccb1c3f3bcee15959f68a019ecaf14c0339d68469
16,8fa375a5159e036f83667b65d0f33f84777b03d6fae30affef12e559a76541a1
17,b2b1432e863438f7a2118a973548fd3d47a18c20167e7cb08facd69187e5e69d
18,5ef6e188265dfdd51691fa843de0ca09b9266601cc7cf695597144dc72a7d0a7
19,5415402b68155f997273fc8f99eef9fbaac5f643b3428c9790b1873fc45f0c51
20,bbb72bba44ceec2937bb816f5754ad7b856795fca427f36445818fb7bd6f1e73
21,90b334949c76f6e4a5e39fff737c4b8d3ab27ec83975a67cbc8e2a11f70ee7b1
22,fe75c6655a5fee4ebc3cf551a30834fe492ff119991dacde9bce1a0ca5e3464b
23,716853e766955fd2c1d3a8b84d935f90d2549461468843595ab62f0f530d76d0
24,42fb6c70d256ba98884d537de209022fcdfff4cb1370a1478348f6d4ff5fd489
